Gene,b3,b4,i1,i2,i1n,i2n,b3n,b4n,Start,Stop,Order,Strand,Length,Function,InsectFitness
649,190,388,0,3,0,3,45,100,672272,673336,649,-,1065,protein YcjF,48.3333333333333
2259,33,343,0,2,0,2,8,89,2468153,2468749,2259,+,597,hypothetical protein,48.5
122,595,23,2,1,2,1,142,6,133225,134028,122,-,804,"ABC transporter, ATP-binding protein YrbF",49.3333333333333
1197,353,1206,1,7,1,7,83,314,1271713,1273194,1197,-,1482,regulation protein NtrC,49.625
1663,1222,226,0,7,0,7,291,59,1817841,1818749,1663,-,909,assembly protein J,50
4174,34,160,0,1,0,1,8,42,4658513,4658656,4174,-,144,protein,50
279,45,539,0,3,0,3,10,141,289155,289343,279,-,189,membrane protein YPO2863,50.3333333333333
1036,178,424,2,1,2,1,43,111,1091156,1091965,1036,-,810,,51.3333333333333
3366,120,91,0,1,0,1,28,24,3659001,3660314,3366,-,1314,acid dehydrogenase small subunit (EC 1.4.99.1),52
1313,124057,50169,641,332,485,332,29588,13053,1421072,1422334,1313,-,1263,dehydrogenase (EC 1.1.1.22),52.1921664626683
221,10,605,2,1,2,1,2,157,226100,227407,221,+,1308,septal ring factor with murein hydrolase activity EnvC/YibP,53
4611,0,202,0,1,0,1,0,53,5101854,5102267,4611,+,414,hypothetical protein,53
1809,1616,368,0,9,0,9,385,95,1963972,1964880,1809,+,909,structural protein,53.3333333333333
3050,6,2086,12,1,9,1,1,543,3317866,3318134,3050,+,269,hypothetical protein,54.4
2281,263,390,0,3,0,3,63,101,2494639,2495532,2281,+,894,biosynthesis protein PhzF,54.6666666666667
2786,74,355,1,1,1,1,18,92,2998106,2999383,2786,-,1278,hypothetical protein,55
1309,14991,10746,78,56,59,56,3574,2795,1417282,1418412,1309,-,1131,biosynthesis protein RffA,55.3826086956522
4412,182,261,0,2,0,2,43,68,4893671,4893796,4412,+,126,protein,55.5
2046,1,219,0,1,0,1,0,57,2235209,2235550,2046,-,342,"system, diacetylchitobiose-specific IIA component (EC 2.7.1.69)",57
1314,123229,205320,1165,564,884,564,29393,53427,1422339,1423415,1314,-,1077,2-epimerase (EC 5.1.3.14),57.1961325966851
3029,23,204,1,0,1,0,5,53,3299197,3299637,3029,-,441,peptide synthetase modules and related proteins,58
4605,1655,728,1,9,1,9,395,189,5094699,5095016,4605,-,318,protein YeeX,58.4
3358,3,229,0,1,0,1,0,60,3651857,3652876,3358,+,1020,"I, cytoplasmic (EC 3.5.1.1)",60
3308,1101,7558,14,26,10,26,263,1967,3603890,3605098,3308,+,1209,symport protein,61.9444444444444
1897,0,239,0,1,0,1,0,62,2056137,2057453,1897,+,1317,aminopeptidase (EC 3.4.11.9),62
2525,9,2374,0,10,0,10,2,618,2734347,2734883,2525,+,537,hypothetical protein,62
4344,2,240,0,1,0,1,0,62,4828091,4829110,4344,-,1020,periplasmic protein TauA,62
4842,48,201,0,1,0,1,11,52,5353196,5353315,4842,+,120,protein,63
1327,4679,871,6,16,5,16,1116,227,1440159,1440515,1327,+,357,cluster assembly scaffold protein IscU/NifU-like,63.952380952381
3053,166,1607,0,7,0,7,40,418,3319703,3321220,3053,+,1518,"dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes",65.4285714285714
4095,251,22,0,1,0,1,60,6,4541015,4541248,4095,-,234,hypothetical protein,66
260,7760,2863,26,19,19,19,1850,745,264246,264911,260,+,666,hypothetical protein,68.2894736842105
739,734,121,0,3,0,3,175,31,769736,771046,739,-,1311,thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9),68.6666666666667
3577,12,517,0,2,0,2,3,135,3901782,3902060,3577,+,279,toxin protein,69
1498,212,611,4,0,3,0,50,159,1632626,1633438,1498,-,813,family protein related to EC-YgdL,69.6666666666667
3790,67,206,0,1,0,1,16,54,4132581,4132937,3790,+,357,1,70
4639,1143,1690,9,3,7,3,272,440,5144799,5146136,4639,-,1338,sensory histidine kinase YfhA,71.2
3465,5944,2150,1,26,1,26,1417,559,3766030,3766335,3465,+,306,motif,73.1851851851852
1685,803,964,6,1,5,1,191,251,1834960,1835187,1685,-,228,protein,73.6666666666667
1019,638,0,0,2,0,2,152,0,1069117,1069767,1019,-,651,protein,76
3445,12,291,0,1,0,1,2,75,3742699,3742911,3445,+,213,ligase (EC 6.5.1.2),77
822,721,575,2,2,2,2,172,150,866847,868481,822,-,1635,chemotaxis protein I (serine chemoreceptor protein),80.5
4698,72,247,0,1,0,1,17,64,5217352,5219079,4698,-,1728,phosphotransferase of PTS system (EC 2.7.3.9),81
1703,279,696,0,3,0,3,67,181,1851284,1852057,1703,-,774,repressor of aga operon,82.6666666666667
4454,340,16,0,1,0,1,81,4,4942471,4943502,4454,+,1032,N-succinyltransferase (EC 2.3.1.109),85
2647,82,909,0,3,0,3,20,237,2859213,2860193,2647,-,981,"C4-dicarboxylate transport system, periplasmic component",85.6666666666667
3883,0,329,0,1,0,1,0,86,4260060,4261064,3883,+,1005,reductase (EC 1.2.1.38),86
2799,1004,75,0,3,0,3,239,20,3008536,3009018,2799,+,483,"regulator, AsnC family",86.3333333333333
3459,1026,88,2,1,2,1,245,23,3758362,3759906,3459,+,1545,"histidine protein kinase UhpB, glucose-6-phosphate specific (EC 2.7.13.3)",89.3333333333333
1310,357,18,0,1,0,1,85,5,1418399,1419124,1310,-,726,biosynthesis protein RffC,90
1305,24683,22440,62,83,47,83,5887,5839,1412844,1413581,1305,-,738,UDP-N-acetyl-D-mannosaminuronic acid transferase (EC 2.4.1.-),90.2
1669,22,349,0,1,0,1,5,91,1820990,1821151,1669,-,162,hypothetical protein,96
1683,22,734,0,2,0,2,5,191,1834210,1834404,1683,-,195,protein,98
4047,123,678,3,0,2,0,29,177,4479356,4480183,4047,-,828,membrane protein,103
2337,14,789,1,1,1,1,3,205,2552490,2552768,2337,-,279,protein,104
3223,237,581,0,2,0,2,56,152,3504595,3505560,3223,+,966,dicitrate transmembrane sensor protein FecR,104
3310,248,587,0,2,0,2,59,153,3605505,3605684,3310,-,180,protein (antitoxin to HigB),106
2946,215,2399,1,5,1,5,51,624,3188819,3189097,2946,+,279,protein (antitoxin to HigB),112.5
3889,695520,442719,2223,782,1685,782,165883,115201,4267514,4268158,3889,+,645,"fatty acid biosythesis repressor FabR, TetR family",113.937576003243
1114,233,668,0,2,0,2,55,174,1183716,1184342,1114,+,627,O-methyltransferase (EC 2.1.1.77),114.5
2511,179,275,0,1,0,1,43,72,2720139,2720576,2511,+,438,hypothetical protein,115
385,2848,536,9,0,7,0,679,140,390984,391655,385,-,672,cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s),117
1724,388,100,0,1,0,1,93,26,1874648,1875316,1724,+,669,"ABC transporter, permease protein ArtM",119
3843,135,332,0,1,0,1,32,87,4216017,4216208,3843,-,192,protein,119
2,730,292,1,1,1,1,174,76,1867,3465,2,+,1599,synthase (EC 2.3.3.9),125
2937,808,246,0,2,0,2,193,64,3182336,3183127,2937,+,792,hydroxymethyltransferase (EC 2.1.2.11),128.5
3901,2,525,0,1,0,1,0,137,4282342,4283685,3901,-,1344,Holliday junction DNA helicase,137
2978,0,545,0,1,0,1,0,142,3236516,3237637,2978,-,1122,mutase I (EC 5.4.99.5) / Cyclohexadienyl dehydrogenase (EC 1.3.1.12)(EC 1.3.1.43),142
3949,700,1637,1,3,1,3,166,426,4338302,4339828,3949,-,1527,"triphosphohydrolase (EC 3.1.5.1), subgroup 1",148
4642,3,1161,0,2,0,2,1,302,5148444,5148605,4642,-,162,protein,151.5
1957,379,840,0,2,0,2,90,219,2122189,2122926,1957,+,738,hypothetical protein,154.5
4498,23,1206,0,2,0,2,6,314,4996616,4998187,4498,+,1572,"2 (AI-2) ABC transport system, fused AI2 transporter subunits and ATP-binding component",160
4831,223,421,0,1,0,1,53,109,5345692,5345970,4831,-,279,protein,162
43,480,897,0,2,0,2,114,234,48571,48696,43,-,126,protein,174
2223,687,50,0,1,0,1,164,13,2412518,2412712,2223,+,195,protein,177
3237,5,709,0,1,0,1,1,184,3525903,3526103,3237,+,201,protein,185
2040,53,685,0,1,0,1,13,178,2230272,2230898,2040,+,627,phosphoribosyltransferase (EC 2.4.2.9),191
1145,1446,910,0,3,0,3,344,237,1221054,1221845,1145,-,792,protein,193.666666666667
4421,3,1545,0,2,0,2,1,402,4902774,4904039,4421,+,1266,nucleotidyltransferase (EC 2.7.7.21) (EC 2.7.7.25),201.5
3179,563,285,0,1,0,1,134,74,3457580,3458629,3179,-,1050,epimerases,208
2146,230,614,0,1,0,1,55,160,2333446,2333670,2146,+,225,cytoplasmic protein,215
3622,5464,878,0,7,0,7,1303,228,3949018,3950658,3622,-,1641,oxidase (EC 1.4.3.16),218.714285714286
2605,1120,1547,0,3,0,3,267,402,2816133,2816276,2605,-,144,protein,223
1673,200,2407,0,3,0,3,48,626,1822285,1822749,1673,-,465,head completion-stabilization protein,224.666666666667
483,12,856,0,1,0,1,3,223,480632,481210,483,-,579,lipoprotein YajG precursor,226
3007,574,368,0,1,0,1,137,95,3270472,3271347,3007,+,876,diester phosphodiesterase (EC 3.1.4.46),232
2497,32,907,1,0,1,0,7,236,2705217,2705816,2497,+,600,protein; Unknown protein,243
2059,395,664,0,1,0,1,94,172,2246342,2247508,2059,+,1167,hypothetical protein,266
4014,740,349,1,0,1,0,177,91,4441122,4441973,4014,+,852,protein deacetylase of SIR2 family,268
3633,1387,813,0,2,0,2,331,212,3959798,3960178,3633,+,381,protein] synthase (EC 2.7.8.7),271.5
1764,647,453,1,0,1,0,154,118,1917201,1918898,1764,+,1698,malic enzyme (EC 1.1.1.38),272
1597,1917,138,1,0,1,0,457,36,1761438,1761890,1597,-,453,heat shock protein implicated in the recycling of the 50S subunit (S4 paralog),493
2734,2664,104,0,1,0,1,635,27,2940389,2940961,2734,-,573,elongation factor P-related protein,662
1,0,64,0,0,0,0,0,17,705,1568,1,+,864,O-succinyltransferase (EC 2.3.1.46),#DIV/0!
16,0,0,0,0,0,0,0,0,21290,21415,16,-,126,protein,#DIV/0!
22,0,0,0,0,0,0,0,0,27703,28569,22,+,867,polyprenyltransferase (EC 2.5.1.39),#DIV/0!
23,0,0,0,0,0,0,0,0,28619,31075,23,-,2457,acyltransferase (EC 2.3.1.15),#DIV/0!
24,0,0,0,0,0,0,0,0,31205,31576,24,+,372,kinase (EC 2.7.1.107),#DIV/0!
25,0,0,0,0,0,0,0,0,31696,32301,25,+,606,repressor and protease LexA (EC 3.4.21.88),#DIV/0!
32,0,0,0,0,0,0,0,0,38382,38678,32,+,297,hypothetical protein,#DIV/0!
33,0,0,0,0,0,0,0,0,38826,39143,33,-,318,protein,#DIV/0!
39,0,0,0,0,0,0,0,0,44274,45683,39,+,1410,DNA helicase (EC 3.6.1.-),#DIV/0!
42,0,0,0,0,0,0,0,0,48241,48495,42,+,255,E6 immunity protein,#DIV/0!
48,0,0,0,0,0,0,0,0,54517,55050,48,+,534,DNA-binding protein,#DIV/0!
49,0,0,0,0,0,0,0,0,55148,55273,49,-,126,protein,#DIV/0!
60,0,2,0,0,0,0,0,1,66331,66483,60,-,153,protein,#DIV/0!
65,1,392,0,0,0,0,0,102,72190,72549,65,+,360,sulfur modification protein DndE,#DIV/0!
80,140,113,0,0,0,0,33,29,91402,92568,80,+,1167,"with glutathionylspermidine synthase (EC 6.3.1.8), group 1",#DIV/0!
81,1680,676,0,0,0,0,401,176,92722,93552,81,-,831,Predicted nucleotidyltransferase,#DIV/0!
88,0,0,0,0,0,0,0,0,102436,103098,88,+,663,"regulator, GntR family",#DIV/0!
90,0,0,0,0,0,0,0,0,103767,104408,90,-,642,hypothetical protein,#DIV/0!
92,0,0,0,0,0,0,0,0,105558,105713,92,+,156,protein,#DIV/0!
93,0,79,0,0,0,0,0,21,105771,105902,93,-,132,protein (antitoxin to CcdB),#DIV/0!
97,0,0,0,0,0,0,0,0,108175,108336,97,-,162,protein,#DIV/0!
104,20,97,0,0,0,0,5,25,115210,116307,104,-,1098,family protein,#DIV/0!
109,0,0,0,0,0,0,0,0,121551,121688,109,-,138,protein,#DIV/0!
110,0,22,0,0,0,0,0,6,121925,122086,110,+,162,protein,#DIV/0!
115,0,0,0,0,0,0,0,0,128850,129170,115,+,321,protein,#DIV/0!
116,0,0,0,0,0,0,0,0,129253,130512,116,-,1260,1-carboxyvinyltransferase (EC 2.5.1.7),#DIV/0!
117,0,0,0,0,0,0,0,0,130564,130818,117,-,255,protein,#DIV/0!
118,0,0,0,0,0,0,0,0,130963,131256,118,-,294,protein YrbB,#DIV/0!
120,0,0,0,0,0,0,0,0,131921,132427,120,-,507,"ABC transporter, periplasmic component YrbD",#DIV/0!
121,0,0,0,0,0,0,0,0,132432,133220,121,-,789,"ABC transporter, permease component YrbE",#DIV/0!
124,0,0,0,0,0,0,0,0,135255,136223,124,+,969,5-phosphate isomerase (EC 5.3.1.13),#DIV/0!
125,0,21,0,0,0,0,0,5,136241,136804,125,+,564,8-phosphate phosphatase (EC 3.1.3.45),#DIV/0!
126,0,0,0,0,0,0,0,0,136825,137403,126,+,579,protein YrbK clustered with lipopolysaccharide transporters,#DIV/0!
127,0,0,0,0,0,0,0,0,137372,137917,127,+,546,protein essential for LPS transport across the periplasm,#DIV/0!
128,0,0,0,0,0,0,0,0,137924,138649,128,+,726,"ABC transporter, ATP-binding protein LptB",#DIV/0!
130,0,0,0,0,0,0,0,0,140139,140426,130,+,288,hibernation protein YhbH,#DIV/0!
131,0,0,0,0,0,0,0,0,140552,141019,131,+,468,IIA-like nitrogen-regulatory protein PtsN,#DIV/0!
132,0,0,0,0,0,0,0,0,141094,141945,132,+,852,Predicted P-loop-containing kinase,#DIV/0!
133,0,0,0,0,0,0,0,0,141991,142221,133,+,231,"protein, nitrogen regulation associated",#DIV/0!
137,0,0,0,0,0,0,0,0,144987,145256,137,-,270,ribonuclease inhibitor YPO3690,#DIV/0!
138,61,72,0,0,0,0,15,19,145261,145725,138,-,465,ribonuclease,#DIV/0!
144,0,0,0,0,0,0,0,0,154136,154624,144,-,489,shape-determining protein MreD,#DIV/0!
145,0,0,0,0,0,0,0,0,154624,155658,145,-,1035,shape-determining protein MreC,#DIV/0!
146,0,0,0,0,0,0,0,0,155768,156811,146,-,1044,shape-determining protein MreB,#DIV/0!
147,0,0,0,0,0,0,0,0,156872,156991,147,+,120,protein,#DIV/0!
149,0,0,0,0,0,0,0,0,158659,159111,149,+,453,dehydratase II (EC 4.2.1.10),#DIV/0!
150,0,0,0,0,0,0,0,0,159140,159610,150,+,471,carboxyl carrier protein of acetyl-CoA carboxylase,#DIV/0!
151,0,0,0,0,0,0,0,0,159623,160972,151,+,1350,carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14),#DIV/0!
154,0,0,0,0,0,0,0,0,163934,164047,154,-,114,protein,#DIV/0!
155,0,0,0,0,0,0,0,0,164082,164204,155,+,123,,#DIV/0!
156,49,2,0,0,0,0,12,1,164183,164518,156,-,336,protein,#DIV/0!
158,0,0,0,0,0,0,0,0,165088,165330,158,+,243,Membrane protein,#DIV/0!
161,0,0,0,0,0,0,0,0,167632,167784,161,+,153,protein,#DIV/0!
162,0,0,0,0,0,0,0,0,168045,168917,162,+,873,dihydrouridine synthase B (EC 1.-.-.-),#DIV/0!
163,0,0,0,0,0,0,0,0,168943,169239,163,+,297,protein Fis,#DIV/0!
172,0,132,0,0,0,0,0,34,178045,179157,172,-,1113,"leucine-specific transport system, periplasmic binding protein LivK (TC 3.A.1.4.1)",#DIV/0!
175,0,0,0,0,0,0,0,0,181183,181335,175,-,153,protein,#DIV/0!
176,401,148,0,0,0,0,96,39,181388,181768,176,+,381,"glycohydrolase, hvnA; Halovibrin",#DIV/0!
177,0,0,0,0,0,0,0,0,182019,182876,177,-,858,polymerase sigma factor RpoH,#DIV/0!
178,0,0,0,0,0,0,0,0,182935,183135,178,+,201,protein,#DIV/0!
179,0,0,0,0,0,0,0,0,183313,184287,179,-,975,division protein FtsX,#DIV/0!
181,0,0,0,0,0,0,0,0,184952,186376,181,-,1425,recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1),#DIV/0!
185,2,0,0,0,0,0,0,0,188432,190711,185,+,2280,"cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)",#DIV/0!
186,0,0,0,0,0,0,0,0,190861,191115,186,-,255,5-methylaminomethyl-2-thiouridine synthase TusA,#DIV/0!
194,0,0,0,0,0,0,0,0,200952,201065,194,+,114,protein,#DIV/0!
195,34,1,0,0,0,0,8,0,201338,201472,195,-,135,protein,#DIV/0!
197,0,24,0,0,0,0,0,6,203097,204083,197,-,987,(EC 3.1.1.31),#DIV/0!
198,0,96,0,0,0,0,0,25,204229,205047,198,+,819,phosphatase,#DIV/0!
210,0,0,0,0,0,0,0,0,216249,217439,210,-,1191,"4,6-dehydratase (EC 4.2.1.-)",#DIV/0!
217,0,0,0,0,0,0,0,0,222872,223693,217,-,822,acetyltransferase (EC 2.3.1.30),#DIV/0!
218,21,129,0,0,0,0,5,34,223738,224760,218,-,1023,dehydrogenase [NAD(P)+] (EC 1.1.1.94),#DIV/0!
220,0,0,0,0,0,0,0,0,225306,225743,220,-,438,Rhodanese-related sulfurtransferase,#DIV/0!
225,0,0,0,0,0,0,0,0,230887,231825,225,+,939,(EC 5.1.3.20),#DIV/0!
227,0,0,0,0,0,0,0,0,232885,233850,227,+,966,heptosyltransferase I (EC 2.4.1.-),#DIV/0!
234,0,0,0,0,0,0,0,0,241129,242406,234,+,1278,transferase (EC 2.-.-.-),#DIV/0!
235,0,0,0,0,0,0,0,0,242407,243180,235,+,774,two-domain glycosyltransferase,#DIV/0!
236,0,0,0,0,0,0,0,0,243180,243662,236,+,483,adenylyltransferase (EC 2.7.7.3),#DIV/0!
243,0,0,0,0,0,0,0,0,250708,250875,243,-,168,"ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-independent",#DIV/0!
244,0,0,0,0,0,0,0,0,250887,251087,244,-,201,ribosomal protein L28p,#DIV/0!
246,0,0,0,0,0,0,0,0,252257,253471,246,+,1215,decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5),#DIV/0!
247,0,0,0,0,0,0,0,0,253449,253907,247,+,459,5'-triphosphate nucleotidohydrolase (EC 3.6.1.23),#DIV/0!
252,0,0,0,0,0,0,0,0,257290,257640,252,+,351,,#DIV/0!
253,0,0,0,0,0,0,0,0,257858,258094,253,+,237,,#DIV/0!
258,15,0,0,0,0,0,4,0,262444,262578,258,+,135,protein,#DIV/0!
286,0,0,0,0,0,0,0,0,297349,298989,286,-,1641,"membrane protein translocase component YidC, long form",#DIV/0!
287,0,0,0,0,0,0,0,0,298992,299105,287,-,114,YidD,#DIV/0!
288,0,0,0,0,0,0,0,0,299216,299542,288,-,327,P protein component (EC 3.1.26.5),#DIV/0!
289,0,0,0,0,0,0,0,0,299592,299732,289,-,141,ribosomal protein L34p,#DIV/0!
290,0,0,0,0,0,0,0,0,300426,301814,290,+,1389,replication initiator protein DnaA,#DIV/0!
291,0,0,0,0,0,0,0,0,301819,302919,291,+,1101,polymerase III beta subunit (EC 2.7.7.7),#DIV/0!
293,0,0,0,0,0,0,0,0,304052,306466,293,+,2415,gyrase subunit B (EC 5.99.1.3),#DIV/0!
294,0,0,0,0,0,0,0,0,306967,307086,294,+,120,protein Hcp,#DIV/0!
295,0,0,0,0,0,0,0,0,308064,308204,295,-,141,protein,#DIV/0!
299,0,0,0,0,0,0,0,0,311341,311826,299,-,486,tape measure,#DIV/0!
301,50,1,0,0,0,0,12,0,314667,314786,301,-,120,protein,#DIV/0!
302,0,0,0,0,0,0,0,0,314801,315118,302,-,318,phage tail protein,#DIV/0!
303,0,0,0,0,0,0,0,0,315203,315718,303,-,516,major tail tube protein,#DIV/0!
306,120,284,0,0,0,0,28,75,317633,318259,306,-,627,fiber assembly protein,#DIV/0!
316,0,37,0,0,0,0,0,10,328711,329691,316,+,981,transport ATP-binding protein DppD (TC 3.A.1.5.2),#DIV/0!
317,1829,2,0,0,0,0,436,0,329688,330707,317,+,1020,transport ATP-binding protein DppF (TC 3.A.1.5.2),#DIV/0!
325,0,0,0,0,0,0,0,0,340276,340533,325,-,258,tautomerase (EC 5.3.2.-),#DIV/0!
330,0,0,0,0,0,0,0,0,344686,344832,330,+,147,protein,#DIV/0!
335,0,0,0,0,0,0,0,0,353841,353960,335,-,120,protein,#DIV/0!
337,0,0,0,0,0,0,0,0,354231,354383,337,+,153,protein,#DIV/0!
348,656,1,0,0,0,0,157,0,362508,362663,348,-,156,protein,#DIV/0!
350,0,28,0,0,0,0,0,7,363562,363924,350,-,363,protein,#DIV/0!
351,0,0,0,0,0,0,0,0,364044,364160,351,-,117,protein,#DIV/0!
356,0,0,0,0,0,0,0,0,368419,368580,356,-,162,protein,#DIV/0!
358,0,0,0,0,0,0,0,0,368918,369442,358,-,525,"YfbR, HD superfamily",#DIV/0!
359,0,0,0,0,0,0,0,0,369514,369717,359,-,204,protein,#DIV/0!
361,1,54,0,0,0,0,0,14,370083,370415,361,-,333,protein,#DIV/0!
366,0,0,0,0,0,0,0,0,374246,374374,366,-,129,protein,#DIV/0!
370,0,0,0,0,0,0,0,0,375867,376091,370,-,225,,#DIV/0!
371,21,209,0,0,0,0,5,54,376157,376303,371,-,147,protein,#DIV/0!
376,0,0,0,0,0,0,0,0,381340,381804,376,+,465,protein,#DIV/0!
388,0,0,0,0,0,0,0,0,393401,393718,388,-,318,transfer protein 345,#DIV/0!
396,29,471,0,0,0,0,7,123,405896,406522,396,-,627,plasmid conjugative transfer pilus assembly protein TraE,#DIV/0!
401,549,30,0,0,0,0,131,8,409716,410300,401,-,585,transfer protein 234,#DIV/0!
409,0,0,0,0,0,0,0,0,418935,419060,409,-,126,protein,#DIV/0!
418,0,0,0,0,0,0,0,0,424855,425640,418,-,786,(plasmid) partitioning protein ParA,#DIV/0!
432,0,0,0,0,0,0,0,0,435700,435891,432,+,192,hypothetical protein,#DIV/0!
434,0,0,0,0,0,0,0,0,436107,436244,434,+,138,protein,#DIV/0!
435,0,0,0,0,0,0,0,0,436968,438032,435,-,1065,replication protein RepA,#DIV/0!
436,32,313,0,0,0,0,8,81,438053,438340,436,-,288,protein,#DIV/0!
445,0,0,0,0,0,0,0,0,443836,444198,445,+,363,protein,#DIV/0!
449,2,34,0,0,0,0,0,9,450661,450837,449,+,177,protein,#DIV/0!
451,0,0,0,0,0,0,0,0,451799,451990,451,+,192,protein,#DIV/0!
455,0,0,0,0,0,0,0,0,455142,455471,455,+,330,translocase subunit YajC (TC 3.A.5.1.1),#DIV/0!
457,0,0,0,0,0,0,0,0,457357,458325,457,+,969,membrane protein SecF (TC 3.A.5.1.1),#DIV/0!
461,0,0,0,0,0,0,0,0,460628,461044,461,+,417,termination protein NusB,#DIV/0!
462,0,0,0,0,0,0,0,0,461145,462134,462,+,990,kinase (EC 2.7.4.16),#DIV/0!
463,0,0,0,0,0,0,0,0,462127,462618,463,+,492,A (EC 3.1.3.27),#DIV/0!
464,0,0,0,0,0,0,0,0,462600,462836,464,-,237,protein,#DIV/0!
466,0,0,0,0,0,0,0,0,463223,463747,466,-,525,Acetyltransferase,#DIV/0!
467,0,0,0,0,0,0,0,0,463744,464022,467,-,279,hypothetical protein,#DIV/0!
468,0,0,0,0,0,0,0,0,464354,466219,468,-,1866,5-phosphate synthase (EC 2.2.1.7),#DIV/0!
469,0,0,0,0,0,0,0,0,466282,467199,469,-,918,"diphosphate synthase (EC 2.5.1.90) / Dimethylallyltransferase (EC 2.5.1.1) / (2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10) / Geranylgeranyl diphosphate synthase (EC 2.5.1.29)",#DIV/0!
470,0,0,0,0,0,0,0,0,467204,467482,470,-,279,VII small subunit (EC 3.1.11.6),#DIV/0!
475,0,0,0,0,0,0,0,0,471421,472800,475,-,1380,transport protein,#DIV/0!
476,0,0,0,0,0,0,0,0,472956,473840,476,-,885,"O synthase, protoheme IX farnesyltransferase (EC 2.5.1.-) COX10-CtaB",#DIV/0!
477,0,0,0,0,0,0,0,0,473853,474185,477,-,333,O ubiquinol oxidase subunit IV (EC 1.10.3.-),#DIV/0!
478,0,0,0,0,0,0,0,0,474185,474799,478,-,615,O ubiquinol oxidase subunit III (EC 1.10.3.-),#DIV/0!
485,0,0,0,0,0,0,0,0,482147,483451,485,+,1305,division trigger factor (EC 5.2.1.8),#DIV/0!
487,0,0,0,0,0,0,0,0,484485,485756,487,+,1272,Clp protease ATP-binding subunit ClpX,#DIV/0!
488,0,0,0,0,0,0,0,0,485964,488318,488,+,2355,protease La (EC 3.4.21.53) Type I,#DIV/0!
489,0,0,0,0,0,0,0,0,488532,488822,489,+,291,protein HU-beta,#DIV/0!
502,0,0,0,0,0,0,0,0,501953,502156,502,-,204,expression modulating protein,#DIV/0!
503,0,0,0,0,0,0,0,0,503206,506355,503,-,3150,"efflux system, inner membrane transporter CmeB",#DIV/0!
504,0,0,0,0,0,0,0,0,506374,507567,504,-,1194,"efflux system, membrane fusion protein CmeA",#DIV/0!
507,3,623,0,0,0,0,1,162,509421,510050,507,+,630,component BioN of energizing module of biotin ECF transporter,#DIV/0!
511,0,0,0,0,0,0,0,0,512485,513027,511,-,543,replication protein N prime prime,#DIV/0!
512,0,0,0,0,0,0,0,0,513173,513724,512,+,552,phosphoribosyltransferase (EC 2.4.2.7),#DIV/0!
513,0,0,0,0,0,0,0,0,513821,515815,513,+,1995,polymerase III subunits gamma and tau (EC 2.7.7.7),#DIV/0!
514,0,0,0,0,0,0,0,0,515872,516201,514,+,330,hypothetical protein co-occurring with RecR,#DIV/0!
515,3,0,0,0,0,0,1,0,516231,516806,515,+,576,protein RecR,#DIV/0!
517,0,0,0,0,0,0,0,0,519130,519774,517,+,645,kinase (EC 2.7.4.3),#DIV/0!
518,0,0,0,0,0,0,0,0,519951,520928,518,+,978,protoheme ferro-lyase (EC 4.99.1.1),#DIV/0!
525,0,0,0,0,0,0,0,0,530634,531110,525,-,477,deacylase YbaK,#DIV/0!
533,1214,253,0,0,0,0,290,66,538892,539473,533,-,582,"acyl-CoA thioesterase I, protease I, lysophospholipase L1",#DIV/0!
545,0,0,0,0,0,0,0,0,552261,552983,545,-,723,diphosphatase (EC 3.6.1.54),#DIV/0!
547,0,0,0,0,0,0,0,0,553756,555141,547,+,1386,synthetase (EC 6.1.1.16),#DIV/0!
552,0,81,0,0,0,0,0,21,561518,561847,552,-,330,oxygenase (putative secreted protein),#DIV/0!
554,82,0,0,0,0,0,20,0,563207,563866,554,-,660,"transferase, alpha subunit (EC 2.8.3.8)",#DIV/0!
556,0,0,0,0,0,0,0,0,565491,565616,556,-,126,protein,#DIV/0!
561,0,0,0,0,0,0,0,0,573331,573633,561,-,303,regulator of flagellin synthesis FlgM,#DIV/0!
562,8,21,0,0,0,0,2,5,573759,574418,562,-,660,basal-body P-ring formation protein FlgA,#DIV/0!
563,0,0,0,0,0,0,0,0,574676,575089,563,+,414,basal-body rod protein FlgB,#DIV/0!
564,3,1,0,0,0,0,1,0,575095,575499,564,+,405,basal-body rod protein FlgC,#DIV/0!
569,0,0,0,0,0,0,0,0,579098,579850,569,+,753,L-ring protein FlgH,#DIV/0!
570,291,152,0,0,0,0,70,40,579863,580972,570,+,1110,P-ring protein FlgI,#DIV/0!
575,0,0,0,0,0,0,0,0,585466,585603,575,+,138,protein,#DIV/0!
580,12,119,0,0,0,0,3,32,591465,591608,580,+,144,protein,#DIV/0!
581,4,84,0,0,0,0,1,22,593982,594110,581,-,129,protein,#DIV/0!
